 quote_raw expiration strike option_type delta bid ask mid imp_vol vega deltaless0.5 deltaless0.7
14905 "2016-10-06 15:45:00" "2016-10-21 08:30:00" 2130.0 c 0.7062 39.2 40.6 39.900000000000006 0.1288 1.492915 0.20620000000000005 0.006200000000000094
15140 "2016-10-07 15:45:00" "2016-10-21 08:30:00" 2125.0 c 0.7048 38.4 39.3 38.849999999999994 0.1307 1.440739 0.20479999999999998 0.0048000000000000265
15379 "2016-10-10 15:45:00" "2016-10-21 08:30:00" 2140.0 c 0.7012 30.2 31.1 30.65 0.1169 1.286349 0.20120000000000005 0.0012000000000000899
15609 "2016-10-11 15:45:00" "2016-10-21 08:30:00" 2110.0 c 0.6941 35.0 36.3 35.65 0.148 1.2228 0.19410000000000005 0.005899999999999905
15846 "2016-10-12 15:45:00" "2016-10-21 08:30:00" 2115.0 c 0.7043 33.0 34.1 33.55 0.1424 1.143019 0.20430000000000004 0.0043000000000000815
16081 "2016-10-13 15:45:00" "2016-10-21 08:30:00" 2110.0 c 0.7053 31.8 32.7 32.25 0.1453 1.071016 0.20530000000000004 0.005300000000000082
16319 "2016-10-14 15:45:00" "2016-10-21 08:30:00" 2120.0 c 0.6832 24.7 26.4 25.549999999999997 0.1307 1.034012 0.18320000000000003 0.016799999999999926
16553 "2016-10-17 15:45:00" "2016-10-21 08:30:00" 2110.0 c 0.6973 22.2 24.0 23.1 0.17 67.6549 0.19730000000000003 0.0026999999999999247
16793 "2016-10-18 15:45:00" "2016-10-21 08:30:00" 2130.0 c 0.6697 14.3 15.8 15.05 0.1447 57.832 0.16969999999999996 0.030299999999999994
17030 "2016-10-19 15:45:00" "2016-10-21 08:30:00" 2135.0 c 0.7338 13.2 15.6 14.399999999999999 0.1615 37.4518 0.2338 0.03380000000000005
17266 "2016-10-20 15:45:00" "2016-10-21 08:30:00" 2135.0 c 0.7146 6.7 8.9 7.800000000000001 0.5306 6.7297 0.2146 0.014600000000000057
17324 "2016-10-21 15:45:00" "2016-10-21 08:30:00" 300.0 c 0.0 0.0 0.0 0.0 0.0 0.0 0.5 0.7
